Invoice_ID;Branch;City;Customer_type;Gender;Product_line;Unit_price;Quantity;Tax;Total;Purchase_Date;Purchase_Time;Payment;cogs;gross_margin_percentage;gross_income;Rating
528-87-5606;B;Mandalay;Member;Female;Electronic accessories;39.48;1;1.97;41.45;02/12/2019;19:43:00;Cash;39.48;4.761.904.762;1.97;6.5
320-85-2052;B;Mandalay;Normal;Female;Sports and travel;34.81;1;17.41;365.51;1/14/2019;10:11:00;Credit card;34.81;4.761.904.762;17.41;7
370-96-0655;C;Naypyitaw;Normal;Female;Fashion accessories;49.32;6;14.8;310.72;01/09/2019;13:46:00;Ewallet;295.92;4.761.904.762;14.8;7.1
105-10-6182;A;Yangon;Member;Male;Fashion accessories;21.48;2;2.15;45.11;2/27/2019;12:22:00;Ewallet;42.96;4.761.904.762;2.15;6.6
510-79-0415;B;Mandalay;Member;Female;Sports and travel;23.08;6;6.92;145.4;1/24/2019;19:20:00;Ewallet;138.48;4.761.904.762;6.92;4.9
241-96-5076;B;Mandalay;Member;Female;Home and lifestyle;49.1;2;4.91;103.11;01/08/2019;12:58:00;Credit card;98.2;4.761.904.762;4.91;6.4
767-97-4650;B;Mandalay;Member;Female;Sports and travel;64.83;2;6.48;136.14;01/08/2019;11:59:00;Credit card;129.66;4.761.904.762;6.48;8
648-83-1321;A;Yangon;Member;Male;Home and lifestyle;63.56;10;31.78;667.38;1/16/2019;17:59:00;Cash;635.6;4.761.904.762;31.78;4.3
173-57-2300;C;Naypyitaw;Member;Male;Sports and travel;72.88;2;7.29;153.05;3/13/2019;12:51:00;Cash;145.76;4.761.904.762;7.29;6.1
305-03-2383;A;Yangon;Normal;Female;Food and beverages;67.1;3;10.07;211.37;2/15/2019;10:36:00;Cash;201.3;4.761.904.762;10.07;7.5
394-55-6384;C;Naypyitaw;Member;Female;Sports and travel;70.19;9;315.86;6.632.955;1/25/2019;13:38:00;Cash;631.71;4.761.904.762;315.86;6.7
266-20-6657;C;Naypyitaw;Member;Male;Food and beverages;55.04;7;19.26;404.54;03/12/2019;19:39:00;Ewallet;385.28;4.761.904.762;19.26;5.2
689-05-1884;A;Yangon;Member;Male;Health and beauty;48.63;10;24.32;510.62;03/04/2019;12:44:00;Cash;486.3;4.761.904.762;24.32;8.8
196-01-2849;C;Naypyitaw;Member;Female;Fashion accessories;73.38;7;25.68;539.34;02/10/2019;13:56:00;Cash;513.66;4.761.904.762;25.68;9.5
372-62-5264;C;Naypyitaw;Normal;Female;Food and beverages;52.6;9;23.67;497.07;1/16/2019;14:42:00;Cash;473.4;4.761.904.762;23.67;7.6
800-09-8606;A;Yangon;Member;Female;Home and lifestyle;87.37;5;218.43;4.586.925;1/29/2019;19:45:00;Cash;436.85;4.761.904.762;218.43;6.6
182-52-7000;A;Yangon;Member;Female;Sports and travel;27.04;4;5.41;113.57;01/01/2019;20:26:00;Ewallet;108.16;4.761.904.762;5.41;6.9
826-58-8051;B;Mandalay;Normal;Male;Home and lifestyle;62.19;4;12.44;261.2;01/06/2019;19:46:00;Ewallet;248.76;4.761.904.762;12.44;4.3
868-06-0466;A;Yangon;Member;Male;Electronic accessories;69.58;9;31.31;657.53;2/19/2019;19:38:00;Credit card;626.22;4.761.904.762;31.31;7.8
751-41-9720;C;Naypyitaw;Normal;Male;Home and lifestyle;97.5;10;48.75;1023.75;01/12/2019;16:18:00;Ewallet;975;4.761.904.762;48.75;8
626-43-7888;C;Naypyitaw;Normal;Female;Fashion accessories;60.41;8;24.16;507.44;02/07/2019;12:23:00;Ewallet;483.28;4.761.904.762;24.16;9.6
176-64-7711;B;Mandalay;Normal;Male;Food and beverages;32.32;3;4.85;101.81;3/27/2019;19:11:00;Credit card;96.96;4.761.904.762;4.85;4.3
191-29-0321;B;Mandalay;Member;Female;Fashion accessories;19.77;10;9.89;207.59;2/27/2019;18:57:00;Credit card;197.7;4.761.904.762;9.89;5
729-06-2010;B;Mandalay;Member;Male;Health and beauty;80.47;9;362.12;7.604.415;01/06/2019;11:18:00;Cash;724.23;4.761.904.762;362.12;9.2
640-48-5028;B;Mandalay;Member;Female;Home and lifestyle;88.39;9;397.76;8.352.855;03/02/2019;12:40:00;Cash;795.51;4.761.904.762;397.76;6.3
186-79-9562;B;Mandalay;Normal;Male;Health and beauty;71.77;7;251.2;5.275.095;3/29/2019;14:06:00;Cash;502.39;4.761.904.762;251.2;8.9
834-45-5519;B;Mandalay;Normal;Female;Electronic accessories;43;4;8.6;180.6;1/31/2019;20:48:00;Ewallet;172;4.761.904.762;8.6;7.6
162-65-8559;C;Naypyitaw;Member;Male;Food and beverages;68.98;1;3.45;72.43;1/21/2019;20:13:00;Cash;68.98;4.761.904.762;3.45;4.8
760-27-5490;C;Naypyitaw;Normal;Male;Fashion accessories;15.62;8;6.25;131.21;1/20/2019;20:37:00;Ewallet;124.96;4.761.904.762;6.25;9.1
445-30-9252;A;Yangon;Normal;Male;Sports and travel;25.7;3;3.86;80.96;1/17/2019;17:59:00;Ewallet;77.1;4.761.904.762;3.86;6.1
786-94-2700;A;Yangon;Member;Male;Food and beverages;80.62;6;24.19;507.91;2/28/2019;20:18:00;Cash;483.72;4.761.904.762;24.19;9.1
728-88-7867;C;Naypyitaw;Member;Female;Home and lifestyle;75.53;4;15.11;317.23;3/19/2019;15:52:00;Ewallet;302.12;4.761.904.762;15.11;8.3
183-21-3799;C;Naypyitaw;Normal;Female;Electronic accessories;77.63;9;349.34;7.336.035;2/19/2019;15:14:00;Ewallet;698.67;4.761.904.762;349.34;7.2
268-20-3585;C;Naypyitaw;Normal;Female;Health and beauty;13.85;9;62.33;1.308.825;02/04/2019;12:50:00;Ewallet;124.65;4.761.904.762;62.33;6
735-32-9839;C;Naypyitaw;Member;Male;Fashion accessories;98.7;8;39.48;829.08;1/31/2019;10:36:00;Ewallet;789.6;4.761.904.762;39.48;8.5
258-92-7466;A;Yangon;Normal;Female;Health and beauty;35.68;5;8.92;187.32;02/06/2019;18:33:00;Credit card;178.4;4.761.904.762;8.92;6.6
857-16-3520;A;Yangon;Member;Female;Fashion accessories;71.46;7;25.01;525.23;3/28/2019;16:06:00;Ewallet;500.22;4.761.904.762;25.01;4.5
482-17-1179;A;Yangon;Member;Male;Electronic accessories;11.94;3;1.79;37.61;1/19/2019;12:47:00;Credit card;35.82;4.761.904.762;1.79;8.1
788-21-5741;A;Yangon;Normal;Male;Fashion accessories;45.38;3;6.81;142.95;2/17/2019;13:34:00;Credit card;136.14;4.761.904.762;6.81;7.2
821-14-9046;B;Mandalay;Member;Female;Fashion accessories;17.48;6;5.24;110.12;1/18/2019;15:04:00;Credit card;104.88;4.761.904.762;5.24;6.1
418-05-0656;B;Mandalay;Normal;Female;Fashion accessories;25.56;7;8.95;187.87;02/02/2019;20:42:00;Cash;178.92;4.761.904.762;8.95;7.1
678-79-0726;C;Naypyitaw;Member;Female;Sports and travel;90.63;9;407.84;8.564.535;1/18/2019;15:28:00;Cash;815.67;4.761.904.762;407.84;5.1
776-68-1096;B;Mandalay;Normal;Male;Home and lifestyle;44.12;3;6.62;138.98;3/18/2019;13:45:00;Credit card;132.36;4.761.904.762;6.62;7.9
592-46-1692;C;Naypyitaw;Member;Female;Food and beverages;36.77;7;128.7;2.702.595;01/11/2019;20:10:00;Cash;257.39;4.761.904.762;128.7;7.4
434-35-9162;B;Mandalay;Member;Male;Food and beverages;23.34;4;4.67;98.03;02/04/2019;18:53:00;Ewallet;93.36;4.761.904.762;4.67;7.4
149-14-0304;C;Naypyitaw;Member;Female;Health and beauty;28.5;8;11.4;239.4;02/06/2019;14:24:00;Cash;228;4.761.904.762;11.4;6.6
442-44-6497;C;Naypyitaw;Member;Male;Home and lifestyle;55.57;3;83.36;1.750.455;01/08/2019;11:42:00;Credit card;166.71;4.761.904.762;83.36;5.9
174-64-0215;B;Mandalay;Normal;Male;Sports and travel;69.74;10;34.87;732.27;03/05/2019;17:49:00;Credit card;697.4;4.761.904.762;34.87;8.9
210-74-9613;C;Naypyitaw;Normal;Male;Fashion accessories;97.26;4;19.45;408.49;3/16/2019;15:33:00;Ewallet;389.04;4.761.904.762;19.45;6.8
299-29-0180;B;Mandalay;Member;Female;Home and lifestyle;52.18;7;18.26;383.52;03/09/2019;10:54:00;Cash;365.26;4.761.904.762;18.26;9.3
247-11-2470;A;Yangon;Member;Female;Fashion accessories;22.32;4;4.46;93.74;03/01/2019;16:23:00;Credit card;89.28;4.761.904.762;4.46;4.4
635-28-5728;A;Yangon;Normal;Male;Health and beauty;56;3;8.4;176.4;2/28/2019;19:33:00;Ewallet;168;4.761.904.762;8.4;4.8
756-49-0168;A;Yangon;Member;Male;Fashion accessories;19.7;1;0.99;20.69;02/08/2019;11:39:00;Ewallet;19.7;4.761.904.762;0.99;9.5
438-23-1242;B;Mandalay;Normal;Male;Electronic accessories;75.88;7;26.56;557.72;1/24/2019;10:38:00;Ewallet;531.16;4.761.904.762;26.56;8.9
238-45-6950;B;Mandalay;Member;Male;Food and beverages;53.72;1;2.69;56.41;03/01/2019;20:03:00;Ewallet;53.72;4.761.904.762;2.69;6.4
607-65-2441;C;Naypyitaw;Member;Male;Health and beauty;81.95;10;40.98;860.48;03/10/2019;12:39:00;Credit card;819.5;4.761.904.762;40.98;6
386-27-7606;C;Naypyitaw;Member;Female;Home and lifestyle;81.2;7;28.42;596.82;3/23/2019;15:59:00;Credit card;568.4;4.761.904.762;28.42;8.1
137-63-5492;C;Naypyitaw;Normal;Male;Electronic accessories;58.76;10;29.38;616.98;1/29/2019;14:26:00;Ewallet;587.6;4.761.904.762;29.38;9
197-77-7132;B;Mandalay;Member;Male;Electronic accessories;91.56;8;36.62;769.1;01/12/2019;18:22:00;Ewallet;732.48;4.761.904.762;36.62;6
805-86-0265;A;Yangon;Normal;Male;Home and lifestyle;93.96;9;42.28;887.92;3/20/2019;11:32:00;Cash;845.64;4.761.904.762;42.28;9.8
733-29-1227;C;Naypyitaw;Normal;Male;Home and lifestyle;55.61;7;194.64;4.087.335;3/23/2019;12:41:00;Cash;389.27;4.761.904.762;194.64;8.5
451-73-2711;C;Naypyitaw;Normal;Male;Food and beverages;84.83;1;42.42;890.72;1/14/2019;15:20:00;Ewallet;84.83;4.761.904.762;42.42;8.8
373-14-0504;A;Yangon;Member;Female;Sports and travel;71.63;2;7.16;150.42;02/12/2019;14:33:00;Ewallet;143.26;4.761.904.762;7.16;8.8
546-80-2899;A;Yangon;Member;Male;Home and lifestyle;37.69;2;3.77;79.15;2/20/2019;15:29:00;Ewallet;75.38;4.761.904.762;3.77;9.5
345-68-9016;C;Naypyitaw;Member;Female;Sports and travel;31.67;8;12.67;266.03;01/02/2019;16:19:00;Credit card;253.36;4.761.904.762;12.67;5.6
390-17-5806;C;Naypyitaw;Member;Female;Food and beverages;38.42;1;1.92;40.34;02/02/2019;16:33:00;Cash;38.42;4.761.904.762;1.92;8.6
457-13-1708;B;Mandalay;Member;Male;Fashion accessories;65.23;10;32.62;684.92;01/08/2019;19:07:00;Credit card;652.3;4.761.904.762;32.62;5.2
664-14-2882;C;Naypyitaw;Member;Female;Home and lifestyle;10.53;5;26.33;552.83;1/30/2019;14:43:00;Credit card;52.65;4.761.904.762;26.33;5.8
487-79-6868;B;Mandalay;Member;Female;Home and lifestyle;12.29;9;55.31;1.161.405;3/26/2019;19:28:00;Credit card;110.61;4.761.904.762;55.31;8
314-23-4520;C;Naypyitaw;Member;Male;Health and beauty;81.23;7;284.31;5.970.405;1/15/2019;20:44:00;Cash;568.61;4.761.904.762;284.31;9
210-30-7976;B;Mandalay;Member;Female;Fashion accessories;22.32;4;4.46;93.74;3/14/2019;11:16:00;Ewallet;89.28;4.761.904.762;4.46;4.1
585-86-8361;A;Yangon;Normal;Female;Food and beverages;27.28;5;6.82;143.22;02/03/2019;10:31:00;Credit card;136.4;4.761.904.762;6.82;8.6
807-14-7833;A;Yangon;Member;Female;Electronic accessories;17.42;10;8.71;182.91;2/22/2019;12:30:00;Ewallet;174.2;4.761.904.762;8.71;7
775-72-1988;B;Mandalay;Normal;Male;Home and lifestyle;73.28;5;18.32;384.72;1/24/2019;15:05:00;Ewallet;366.4;4.761.904.762;18.32;8.4
288-38-3758;C;Naypyitaw;Member;Female;Fashion accessories;84.87;3;127.31;2.673.405;1/25/2019;18:30:00;Ewallet;254.61;4.761.904.762;127.31;7.4
652-43-6591;A;Yangon;Normal;Female;Fashion accessories;97.29;8;38.92;817.24;03/09/2019;13:18:00;Credit card;778.32;4.761.904.762;38.92;6.2
785-96-0615;B;Mandalay;Member;Female;Electronic accessories;35.74;8;14.3;300.22;2/17/2019;15:28:00;Ewallet;285.92;4.761.904.762;14.3;4.9
406-46-7107;A;Yangon;Normal;Female;Home and lifestyle;96.52;6;28.96;608.08;01/11/2019;11:52:00;Cash;579.12;4.761.904.762;28.96;4.5
250-17-5703;A;Yangon;Member;Male;Food and beverages;18.85;10;9.43;197.93;2/27/2019;18:24:00;Ewallet;188.5;4.761.904.762;9.43;5.6
156-95-3964;A;Yangon;Normal;Female;Food and beverages;55.39;4;11.08;232.64;3/25/2019;15:19:00;Ewallet;221.56;4.761.904.762;11.08;8
842-40-8179;B;Mandalay;Member;Female;Food and beverages;77.2;10;38.6;810.6;02/11/2019;10:38:00;Credit card;772;4.761.904.762;38.6;5.6
525-09-8450;B;Mandalay;Normal;Male;Electronic accessories;72.13;10;36.07;757.37;1/31/2019;15:12:00;Credit card;721.3;4.761.904.762;36.07;4.2
410-67-1709;A;Yangon;Member;Female;Fashion accessories;63.88;8;25.55;536.59;1/20/2019;17:48:00;Ewallet;511.04;4.761.904.762;25.55;9.9
587-73-4862;A;Yangon;Member;Female;Health and beauty;10.69;5;26.73;561.23;3/26/2019;11:07:00;Ewallet;53.45;4.761.904.762;26.73;7.6
787-87-2010;A;Yangon;Member;Male;Health and beauty;55.5;4;11.1;233.1;1/20/2019;15:48:00;Credit card;222;4.761.904.762;11.1;6.6
593-14-4239;B;Mandalay;Normal;Female;Home and lifestyle;95.46;8;38.18;801.86;03/05/2019;19:40:00;Ewallet;763.68;4.761.904.762;38.18;4.7
801-88-0346;C;Naypyitaw;Normal;Female;Fashion accessories;76.06;3;11.41;239.59;01/05/2019;20:30:00;Credit card;228.18;4.761.904.762;11.41;9.8
388-76-2555;B;Mandalay;Normal;Male;Sports and travel;13.69;6;4.11;86.25;2/13/2019;13:59:00;Cash;82.14;4.761.904.762;4.11;6.3
711-31-1234;B;Mandalay;Normal;Female;Electronic accessories;95.64;4;19.13;401.69;3/16/2019;18:51:00;Cash;382.56;4.761.904.762;19.13;7.9
886-54-6089;A;Yangon;Normal;Female;Home and lifestyle;11.43;6;3.43;72.01;1/15/2019;17:24:00;Cash;68.58;4.761.904.762;3.43;7.7
707-32-7409;B;Mandalay;Member;Female;Sports and travel;95.54;4;19.11;401.27;2/26/2019;11:58:00;Ewallet;382.16;4.761.904.762;19.11;4.5
759-98-4285;C;Naypyitaw;Member;Female;Health and beauty;85.87;7;300.55;6.311.445;2/27/2019;19:01:00;Credit card;601.09;4.761.904.762;300.55;8
201-63-8275;C;Naypyitaw;Member;Female;Sports and travel;67.99;7;237.97;4.997.265;2/17/2019;16:50:00;Ewallet;475.93;4.761.904.762;237.97;5.7
471-06-8611;C;Naypyitaw;Normal;Female;Food and beverages;52.42;1;2.62;55.04;02/06/2019;10:22:00;Credit card;52.42;4.761.904.762;2.62;6.3
200-16-5952;C;Naypyitaw;Member;Male;Food and beverages;65.65;2;6.57;137.87;1/17/2019;16:46:00;Cash;131.3;4.761.904.762;6.57;6
120-54-2248;B;Mandalay;Normal;Female;Food and beverages;28.86;5;7.22;151.52;1/22/2019;18:08:00;Credit card;144.3;4.761.904.762;7.22;8
102-77-2261;C;Naypyitaw;Member;Male;Health and beauty;65.31;7;228.59;4.800.285;03/05/2019;18:02:00;Credit card;457.17;4.761.904.762;228.59;4.2
875-31-8302;B;Mandalay;Normal;Male;Sports and travel;93.38;1;4.67;98.05;01/03/2019;13:07:00;Cash;93.38;4.761.904.762;4.67;9.6
102-06-2002;C;Naypyitaw;Member;Male;Sports and travel;25.25;5;63.13;1.325.625;3/20/2019;17:52:00;Cash;126.25;4.761.904.762;63.13;6.1
457-94-0464;B;Mandalay;Member;Male;Electronic accessories;87.87;9;395.42;8.303.715;1/31/2019;20:32:00;Ewallet;790.83;4.761.904.762;395.42;5.6
629-42-4133;C;Naypyitaw;Normal;Male;Health and beauty;21.8;8;8.72;183.12;2/19/2019;19:24:00;Cash;174.4;4.761.904.762;8.72;8.3
534-53-3526;A;Yangon;Normal;Female;Sports and travel;94.76;4;18.95;397.99;02/11/2019;16:06:00;Ewallet;379.04;4.761.904.762;18.95;7.8
307-04-2070;A;Yangon;Member;Female;Fashion accessories;30.62;1;1.53;32.15;02/05/2019;14:14:00;Credit card;30.62;4.761.904.762;1.53;4.1
468-99-7231;C;Naypyitaw;Normal;Female;Home and lifestyle;44.01;8;17.6;369.68;03/03/2019;17:36:00;Cash;352.08;4.761.904.762;17.6;8.8
516-77-6464;C;Naypyitaw;Member;Female;Health and beauty;10.16;5;2.54;53.34;2/24/2019;13:08:00;Ewallet;50.8;4.761.904.762;2.54;4.1
404-91-5964;A;Yangon;Normal;Male;Electronic accessories;74.58;7;26.1;548.16;02/04/2019;16:09:00;Credit card;522.06;4.761.904.762;26.1;9
886-77-9084;C;Naypyitaw;Normal;Male;Electronic accessories;71.89;8;28.76;603.88;2/19/2019;11:33:00;Ewallet;575.12;4.761.904.762;28.76;5.5
790-38-4466;C;Naypyitaw;Normal;Female;Health and beauty;10.99;5;27.48;576.98;1/23/2019;10:18:00;Credit card;54.95;4.761.904.762;27.48;9.3
704-10-4056;C;Naypyitaw;Member;Male;Health and beauty;60.47;3;90.71;1.904.805;1/14/2019;10:55:00;Credit card;181.41;4.761.904.762;90.71;5.6
497-37-6538;A;Yangon;Normal;Male;Sports and travel;58.91;7;206.19;4.329.885;1/17/2019;15:15:00;Ewallet;412.37;4.761.904.762;206.19;9.7
651-96-5970;A;Yangon;Normal;Male;Fashion accessories;46.41;1;23.21;487.31;03/03/2019;20:06:00;Credit card;46.41;4.761.904.762;23.21;4
400-80-4065;C;Naypyitaw;Member;Male;Health and beauty;68.55;4;13.71;287.91;2/15/2019;20:21:00;Credit card;274.2;4.761.904.762;13.71;9.2
744-16-7898;B;Mandalay;Normal;Female;Home and lifestyle;97.37;10;48.69;1.022.385;1/15/2019;13:48:00;Credit card;973.7;4.761.904.762;48.69;4.9
263-12-5321;A;Yangon;Member;Male;Electronic accessories;92.6;7;32.41;680.61;2/27/2019;12:52:00;Credit card;648.2;4.761.904.762;32.41;9.3
702-72-0487;A;Yangon;Normal;Female;Electronic accessories;46.61;2;4.66;97.88;2/26/2019;12:28:00;Credit card;93.22;4.761.904.762;4.66;6.6
605-83-1050;B;Mandalay;Normal;Male;Fashion accessories;27.18;2;2.72;57.08;3/15/2019;16:26:00;Ewallet;54.36;4.761.904.762;2.72;4.3
443-60-9639;C;Naypyitaw;Member;Female;Home and lifestyle;60.87;1;30.44;639.14;1/24/2019;13:24:00;Cash;60.87;4.761.904.762;30.44;5.5
864-24-7918;A;Yangon;Member;Female;Sports and travel;24.49;10;12.25;257.15;2/22/2019;15:15:00;Cash;244.9;4.761.904.762;12.25;8.1
359-94-5395;B;Mandalay;Normal;Male;Health and beauty;92.78;1;4.64;97.42;3/15/2019;10:50:00;Credit card;92.78;4.761.904.762;4.64;9.8
401-09-4232;C;Naypyitaw;Member;Male;Home and lifestyle;86.69;5;216.73;4.551.225;02/11/2019;18:38:00;Ewallet;433.45;4.761.904.762;216.73;9.4
751-15-6198;B;Mandalay;Normal;Male;Sports and travel;23.01;6;6.9;144.96;01/12/2019;16:45:00;Ewallet;138.06;4.761.904.762;6.9;7.9
324-41-6833;C;Naypyitaw;Member;Female;Electronic accessories;30.2;8;12.08;253.68;03/03/2019;19:30:00;Ewallet;241.6;4.761.904.762;12.08;5.1
474-33-8305;C;Naypyitaw;Member;Male;Fashion accessories;67.39;7;235.87;4.953.165;3/23/2019;13:23:00;Ewallet;471.73;4.761.904.762;235.87;6.9
759-29-9521;A;Yangon;Member;Female;Fashion accessories;48.96;9;22.03;462.67;03/04/2019;11:27:00;Cash;440.64;4.761.904.762;22.03;8
831-81-6575;B;Mandalay;Member;Female;Electronic accessories;75.59;9;340.16;7.143.255;2/23/2019;11:12:00;Cash;680.31;4.761.904.762;340.16;8
220-68-6701;A;Yangon;Normal;Female;Home and lifestyle;77.47;4;15.49;325.37;3/17/2019;16:36:00;Cash;309.88;4.761.904.762;15.49;4.2
618-34-8551;A;Yangon;Normal;Female;Sports and travel;93.18;2;9.32;195.68;1/16/2019;18:41:00;Credit card;186.36;4.761.904.762;9.32;8.5
257-60-7754;A;Yangon;Normal;Female;Electronic accessories;50.23;4;10.05;210.97;01/08/2019;17:12:00;Cash;200.92;4.761.904.762;10.05;9
559-61-5987;B;Mandalay;Normal;Female;Health and beauty;17.75;1;0.89;186.38;1/14/2019;10:38:00;Cash;17.75;4.761.904.762;0.89;8.6
189-55-2313;C;Naypyitaw;Normal;Female;Fashion accessories;62.18;10;31.09;652.89;1/31/2019;10:33:00;Ewallet;621.8;4.761.904.762;31.09;6
565-91-4567;B;Mandalay;Normal;Male;Health and beauty;10.75;8;4.3;90.3;3/15/2019;14:38:00;Ewallet;86;4.761.904.762;4.3;6.2
380-60-5336;A;Yangon;Normal;Female;Electronic accessories;40.26;10;20.13;422.73;2/24/2019;18:06:00;Credit card;402.6;4.761.904.762;20.13;5
815-04-6282;C;Naypyitaw;Member;Female;Sports and travel;64.97;5;162.43;3.410.925;02/08/2019;12:52:00;Credit card;324.85;4.761.904.762;162.43;6.5
674-56-6360;A;Yangon;Normal;Male;Electronic accessories;95.15;1;47.58;999.08;3/22/2019;14:00:00;Cash;95.15;4.761.904.762;47.58;6
778-34-2523;A;Yangon;Member;Female;Electronic accessories;48.62;8;19.45;408.41;1/24/2019;10:57:00;Cash;388.96;4.761.904.762;19.45;5
499-27-7781;B;Mandalay;Normal;Female;Food and beverages;53.21;8;21.28;446.96;3/14/2019;16:45:00;Ewallet;425.68;4.761.904.762;21.28;5
477-59-2456;C;Naypyitaw;Normal;Female;Fashion accessories;45.44;7;15.9;333.98;1/23/2019;11:15:00;Cash;318.08;4.761.904.762;15.9;9.2
832-51-6761;A;Yangon;Normal;Male;Food and beverages;33.88;8;13.55;284.59;1/19/2019;20:29:00;Ewallet;271.04;4.761.904.762;13.55;9.6
869-11-3082;B;Mandalay;Member;Male;Health and beauty;96.16;4;19.23;403.87;1/27/2019;20:03:00;Credit card;384.64;4.761.904.762;19.23;8.4
190-59-3964;B;Mandalay;Member;Male;Food and beverages;47.16;5;11.79;247.59;02/03/2019;14:35:00;Credit card;235.8;4.761.904.762;11.79;6
366-43-6862;B;Mandalay;Normal;Male;Electronic accessories;52.89;4;10.58;222.14;3/25/2019;16:32:00;Ewallet;211.56;4.761.904.762;10.58;6.7
186-43-8965;A;Yangon;Member;Female;Home and lifestyle;47.68;2;4.77;100.13;2/24/2019;10:10:00;Credit card;95.36;4.761.904.762;4.77;4.1
784-21-9238;C;Naypyitaw;Member;Male;Sports and travel;10.17;1;0.51;106.79;02/07/2019;14:15:00;Cash;10.17;4.761.904.762;0.51;5.9
276-75-6884;A;Yangon;Normal;Female;Health and beauty;68.71;3;103.07;2.164.365;03/04/2019;10:05:00;Cash;206.13;4.761.904.762;103.07;8.7
109-86-4363;B;Mandalay;Member;Female;Sports and travel;60.08;7;21.03;441.59;2/14/2019;11:36:00;Credit card;420.56;4.761.904.762;21.03;4.5
569-76-2760;A;Yangon;Member;Female;Sports and travel;22.01;4;4.4;92.44;1/29/2019;18:15:00;Credit card;88.04;4.761.904.762;4.4;6.6
222-42-0244;B;Mandalay;Member;Female;Health and beauty;72.11;9;324.5;6.814.395;1/28/2019;13:53:00;Credit card;648.99;4.761.904.762;324.5;7.7
760-53-9233;A;Yangon;Member;Male;Fashion accessories;41.28;3;6.19;130.03;3/26/2019;18:37:00;Credit card;123.84;4.761.904.762;6.19;8.5
538-22-0304;C;Naypyitaw;Normal;Male;Electronic accessories;64.95;10;32.48;681.98;3/24/2019;18:27:00;Cash;649.5;4.761.904.762;32.48;5.2
416-17-9926;A;Yangon;Member;Female;Electronic accessories;74.22;10;37.11;779.31;01/01/2019;14:42:00;Credit card;742.2;4.761.904.762;37.11;4.3
237-44-6163;A;Yangon;Normal;Male;Electronic accessories;10.56;8;4.22;88.7;1/24/2019;17:43:00;Cash;84.48;4.761.904.762;4.22;7.6
636-17-0325;B;Mandalay;Normal;Male;Health and beauty;62.57;4;12.51;262.79;2/25/2019;18:37:00;Cash;250.28;4.761.904.762;12.51;9.5
343-75-9322;B;Mandalay;Member;Female;Sports and travel;11.85;8;4.74;99.54;01/09/2019;16:34:00;Cash;94.8;4.761.904.762;4.74;4.1
528-14-9470;A;Yangon;Member;Male;Health and beauty;91.3;1;4.57;95.87;2/14/2019;14:42:00;Ewallet;91.3;4.761.904.762;4.57;9.2
427-45-9297;B;Mandalay;Member;Female;Home and lifestyle;40.73;7;142.56;2.993.655;03/12/2019;11:01:00;Ewallet;285.11;4.761.904.762;142.56;5.4
807-34-3742;A;Yangon;Normal;Male;Fashion accessories;52.38;1;2.62;55;3/26/2019;19:44:00;Cash;52.38;4.761.904.762;2.62;5.8
288-62-1085;A;Yangon;Member;Male;Fashion accessories;38.54;5;9.64;202.34;01/09/2019;13:34:00;Ewallet;192.7;4.761.904.762;9.64;5.6
670-71-7306;B;Mandalay;Normal;Male;Sports and travel;44.63;6;13.39;281.17;01/02/2019;20:08:00;Credit card;267.78;4.761.904.762;13.39;5.1
660-29-7083;C;Naypyitaw;Normal;Male;Electronic accessories;55.87;10;27.94;586.64;1/15/2019;15:01:00;Cash;558.7;4.761.904.762;27.94;5.8
271-77-8740;C;Naypyitaw;Member;Female;Sports and travel;29.22;6;8.77;184.09;01/01/2019;11:40:00;Ewallet;175.32;4.761.904.762;8.77;5
497-36-0989;A;Yangon;Normal;Male;Fashion accessories;51.94;3;7.79;163.61;2/15/2019;15:21:00;Cash;155.82;4.761.904.762;7.79;7.9
291-59-1384;B;Mandalay;Normal;Male;Electronic accessories;60.3;1;3.02;63.32;2/28/2019;17:38:00;Cash;60.3;4.761.904.762;3.02;6
860-73-6466;A;Yangon;Member;Female;Sports and travel;39.47;2;3.95;82.89;03/02/2019;16:16:00;Credit card;78.94;4.761.904.762;3.95;5
549-23-9016;C;Naypyitaw;Member;Female;Food and beverages;14.87;2;1.49;31.23;2/13/2019;18:15:00;Credit card;29.74;4.761.904.762;1.49;8.9
896-34-0956;A;Yangon;Normal;Male;Fashion accessories;21.32;1;1.07;22.39;1/26/2019;12:43:00;Cash;21.32;4.761.904.762;1.07;5.9
804-38-3935;A;Yangon;Member;Male;Electronic accessories;93.78;3;14.07;295.41;1/30/2019;11:32:00;Credit card;281.34;4.761.904.762;14.07;5.9
585-90-0249;A;Yangon;Member;Male;Electronic accessories;73.26;1;3.66;76.92;1/27/2019;18:08:00;Ewallet;73.26;4.761.904.762;3.66;9.7
862-29-5914;C;Naypyitaw;Normal;Female;Sports and travel;22.38;1;1.12;23.5;1/30/2019;17:08:00;Credit card;22.38;4.761.904.762;1.12;8.6
845-94-6841;C;Naypyitaw;Member;Female;Food and beverages;72.88;9;32.8;688.72;01/08/2019;19:38:00;Cash;655.92;4.761.904.762;32.8;4
125-45-2293;A;Yangon;Normal;Female;Fashion accessories;99.1;6;29.73;624.33;1/19/2019;13:11:00;Cash;594.6;4.761.904.762;29.73;4.2
